loan_id,cust_id,branch_id,product_id,loan_amount,interest_rate,tenure_years,loan_status,date_id
15914,1048,19,5,1443000,10.77,7,Active,725
15915,1087,20,2,231000,13.33,2,Active,597
15916,1304,4,6,141000,10.81,3,Active,57
15917,1061,20,1,1625000,7.46,10,Active,744
15918,1396,22,3,169000,9.23,2,Active,614
15919,1334,16,5,1236000,10.17,6,Active,172
15920,1440,11,2,294000,11.64,4,Active,6
15921,1274,15,6,83000,10.46,4,Active,1058
15922,1411,11,3,373000,8.62,4,Active,921
15923,1284,23,2,274000,12.76,4,Active,539
15924,1466,25,2,179000,12.57,3,Active,517
15925,1080,11,5,4043000,12.01,6,Active,472
15926,1180,3,6,237000,10.66,1,Active,556
15927,1272,24,2,524000,12.13,4,Active,866
15928,1077,24,1,1401000,7.77,10,Closed,605
15929,1442,17,1,1165000,8.23,12,Closed,247
15930,1221,5,2,373000,12.87,2,Active,773
15931,1393,13,1,796000,7.07,10,Closed,317
15932,1282,10,2,390000,12.35,2,Active,754
15933,1028,5,5,572000,10.31,6,Active,240
15934,1361,12,2,167000,14.18,3,Closed,136
15935,1077,8,3,310000,9.31,4,Active,227
15936,1164,24,1,2339000,8.64,11,Closed,459
15937,1009,12,4,189000,10.05,4,Active,892
15938,1175,16,2,196000,11.3,1,Active,755
15939,1462,2,2,335000,12.51,4,Active,939
15940,1307,3,3,657000,9.54,6,Active,937
15941,1076,18,1,1187000,8.07,12,Active,69
15942,1245,17,2,129000,12.09,5,Active,994
15943,1122,2,4,695000,10.47,5,Closed,286
15944,1185,22,1,346000,8.23,9,Closed,151
15945,1032,12,5,2064000,11.2,8,Active,441
15946,1486,17,3,684000,9.29,2,Active,921
15947,1451,6,2,373000,13.43,3,Default,1053
15948,1250,17,2,235000,11.87,3,Active,597
15949,1057,2,4,239000,11.45,7,Active,741
15950,1310,8,3,280000,10.35,3,Active,685
15951,1372,14,4,364000,9.58,4,Active,553
15952,1144,6,1,1792000,8.65,10,Active,713
15953,1318,9,3,871000,10.62,4,Active,375
15954,1084,1,6,162000,11.48,1,Closed,431
15955,1480,5,1,1815000,6.86,12,Active,612
15956,1056,7,6,167000,10.63,2,Active,916
15957,1279,9,2,474000,12.12,2,Default,494
15958,1273,14,1,2392000,9.14,11,Default,577
15959,1464,9,2,193000,12.86,3,Active,202
15960,1166,4,1,1844000,7.61,13,Active,413
15961,1456,20,1,1607000,7.97,11,Closed,220
15962,1467,15,1,1176000,6.97,13,Closed,812
15963,1158,4,1,1178000,8.43,9,Active,927
15964,1249,3,1,2103000,7.93,9,Active,617
15965,1186,24,1,1387000,8.5,13,Active,251
15966,1482,21,1,731000,9.5,10,Active,975
15967,1078,23,6,146000,10.95,1,Closed,749
15968,1022,22,6,104000,10.53,1,Active,715
15969,1108,14,5,212000,11.6,8,Active,1078
15970,1273,9,1,1263000,8.24,11,Active,438
15971,1252,19,1,1460000,8.37,10,Active,518
15972,1015,6,1,554000,8.63,11,Closed,876
15973,1370,3,2,742000,11.61,2,Active,797
15974,1304,18,6,254000,10.52,2,Active,1067
15975,1160,16,5,1368000,10.05,6,Active,707
15976,1205,3,1,2179000,8.76,11,Active,1010
15977,1469,2,2,320000,11.38,1,Active,248
15978,1113,2,5,3906000,10.3,5,Closed,781
15979,1168,23,4,417000,9.47,7,Active,188
15980,1353,10,1,1500000,7.56,12,Active,271
15981,1253,15,1,759000,9.41,11,Active,626
15982,1441,3,2,342000,13.31,4,Closed,94
15983,1186,8,1,1293000,8.52,11,Active,694
15984,1347,18,5,455000,10.35,5,Active,508
15985,1227,11,1,1425000,8.45,10,Active,988
15986,1016,7,1,2407000,9.68,12,Active,295
15987,1156,19,1,2373000,8.27,9,Active,480
15988,1354,25,1,2572000,7.69,10,Active,1044
15989,1111,7,3,456000,9.86,3,Active,762
15990,1001,25,1,1810000,8.32,11,Active,419
15991,1041,2,1,1082000,8.37,10,Active,416
15992,1048,6,4,395000,9.83,6,Active,529
15993,1415,5,1,953000,8.03,12,Active,661
15994,1420,14,1,1057000,8.87,11,Active,663
15995,1108,18,1,1451000,8.27,12,Active,115
15996,1161,4,1,1481000,8.38,11,Active,859
15997,1161,4,2,165000,12.93,2,Active,180
15998,1359,24,1,2509000,9.61,10,Closed,648
15999,1128,13,3,371000,8.22,4,Active,611
16000,1210,23,2,291000,13.27,3,Active,325
16001,1151,21,3,268000,10.1,3,Active,190
16002,1444,25,6,174000,11.35,1,Closed,961
16003,1255,1,1,1321000,8.54,11,Active,728
16004,1471,20,3,418000,9.07,2,Closed,672
16005,1463,5,5,2620000,9.84,5,Closed,823
16006,1218,24,6,281000,10.47,4,Active,236
16007,1030,3,3,564000,10.24,1,Active,741
16008,1473,21,1,545000,8.39,10,Active,578
16009,1045,19,1,826000,7.99,10,Closed,460
16010,1080,13,1,921000,8.94,10,Active,734
16011,1039,7,6,107000,9.86,2,Active,1039
16012,1240,10,2,180000,11.95,1,Active,471
16013,1045,3,3,939000,9.51,5,Closed,884
16014,1078,23,3,572000,9.67,4,Active,829
16015,1337,2,1,920000,8.12,12,Active,671
16016,1396,7,1,369000,9.49,11,Closed,251
16017,1349,9,6,205000,9.31,1,Active,683
16018,1288,21,4,361000,9.88,5,Active,279
16019,1440,12,2,99000,13.14,4,Active,1001
16020,1280,22,2,222000,13.08,3,Closed,83
16021,1116,10,2,502000,12.59,3,Active,877
16022,1269,19,1,3288000,9.07,11,Active,876
16023,1404,13,1,504000,8.15,11,Closed,222
16024,1335,10,1,1126000,9.75,9,Active,648
16025,1312,5,2,241000,12.39,3,Active,1086
16026,1053,15,1,2085000,9.37,14,Default,398
16027,1068,21,1,2014000,7.63,11,Closed,131
16028,1182,3,4,298000,9.56,8,Active,206
16029,1034,8,5,366000,11.4,5,Active,1020
16030,1284,6,1,719000,8.55,11,Active,881
16031,1306,19,1,2742000,8.07,11,Active,939
16032,1386,17,4,646000,8.6,3,Closed,169
16033,1249,10,4,223000,8.33,4,Closed,155
16034,1111,1,2,210000,11.79,3,Active,5
16035,1094,13,3,521000,10.99,6,Active,683
16036,1410,10,1,2550000,6.5,10,Active,1034
16037,1179,12,5,3474000,10.87,7,Active,575
16038,1047,2,5,667000,10.43,5,Active,777
16039,1282,10,3,779000,8.93,3,Active,879
16040,1340,21,5,556000,10.94,5,Active,1053
16041,1362,23,1,1370000,7.41,12,Active,213
16042,1092,1,1,1521000,8.91,11,Closed,471
16043,1376,1,2,208000,11.28,3,Active,221
16044,1212,20,1,950000,9.9,12,Active,783
16045,1075,15,4,383000,9.99,5,Active,35
16046,1378,22,4,743000,9.32,4,Closed,61
16047,1202,25,4,610000,9.48,6,Active,826
16048,1445,1,1,1702000,9.36,9,Closed,959
16049,1407,21,4,250000,8.64,5,Active,612
16050,1421,9,1,1680000,8.54,8,Active,715
16051,1297,24,1,1176000,8.48,9,Active,700
16052,1308,7,3,639000,9.21,4,Active,404
16053,1211,16,1,2071000,8.56,12,Active,448
16054,1493,16,6,583000,11.23,3,Active,654
16055,1338,13,1,1770000,8.81,11,Closed,141
16056,1433,10,2,959000,13.34,4,Default,257
16057,1411,18,4,191000,10.19,7,Closed,503
16058,1134,9,2,360000,12.12,4,Closed,370
16059,1330,12,2,96000,11.65,5,Active,674
16060,1066,24,2,180000,12.2,2,Active,1076
16061,1280,13,2,197000,12.44,4,Active,326
16062,1422,11,2,162000,10.82,1,Active,1082
16063,1028,15,6,122000,11.08,1,Active,283
16064,1412,10,6,138000,9.75,2,Active,1081
16065,1117,10,2,260000,11.47,2,Active,380
16066,1493,9,2,177000,12.61,3,Active,882
16067,1370,25,4,290000,8.43,6,Active,1033
16068,1487,25,3,305000,9.99,6,Active,591
16069,1450,3,5,635000,11.68,7,Active,663
16070,1317,23,4,168000,8.76,6,Active,827
16071,1430,16,6,137000,10.61,1,Closed,278
16072,1325,12,5,919000,11.11,6,Active,407
16073,1114,17,5,815000,10.09,8,Closed,84
16074,1075,25,2,184000,11.78,4,Closed,436
16075,1202,15,2,274000,12.41,2,Active,145
16076,1427,25,4,523000,9.99,6,Active,745
16077,1059,3,1,7479000,8.4,9,Active,151
16078,1386,5,1,956000,8.54,11,Active,549
16079,1015,13,6,101000,11.03,1,Active,836
16080,1231,24,2,99000,12.25,2,Active,201
16081,1105,6,1,2921000,8.47,11,Active,509
16082,1165,9,2,69000,13.38,3,Closed,362
16083,1199,19,1,980000,8.84,13,Active,530
16084,1404,7,4,397000,10.96,5,Closed,163
16085,1354,13,5,870000,9.95,6,Active,279
16086,1035,22,4,413000,9.56,6,Active,351
16087,1162,5,1,1953000,8.42,11,Active,212
16088,1245,16,1,409000,8.33,12,Active,844
16089,1470,4,1,1161000,8.21,12,Active,508
16090,1287,5,1,1899000,8.96,10,Active,485
16091,1383,20,4,645000,9.81,7,Closed,945
16092,1471,19,2,527000,13.38,3,Active,1018
16093,1019,23,1,1691000,7.71,11,Active,755
16094,1452,6,1,550000,8.54,12,Active,708
16095,1280,4,1,1221000,7.82,10,Closed,527
16096,1340,25,5,1105000,11.64,6,Closed,890
16097,1423,1,1,3139000,8.91,12,Closed,459
16098,1348,17,1,2509000,8.14,11,Closed,824
16099,1182,9,1,2425000,8.9,12,Closed,1038
16100,1423,16,2,413000,12.48,1,Active,678
16101,1401,23,2,312000,11.57,3,Active,616
16102,1147,2,3,493000,8.71,4,Closed,4
16103,1374,11,3,463000,10.64,3,Closed,659
16104,1176,5,1,4863000,8.01,11,Active,190
16105,1163,13,1,627000,8.33,11,Active,968
16106,1416,20,5,1052000,11.22,5,Active,128
16107,1175,17,4,774000,9.97,2,Active,456
16108,1494,25,2,300000,13.65,2,Active,78
16109,1047,15,1,1232000,8.7,8,Active,434
16110,1256,22,1,1523000,8.99,12,Closed,626
16111,1448,12,3,561000,9.05,3,Closed,212
16112,1174,6,6,448000,10.92,1,Closed,193
16113,1103,20,3,484000,9.02,3,Active,227
16114,1121,13,1,1041000,8.82,11,Active,340
16115,1419,18,3,417000,10.8,3,Active,1010
16116,1350,24,6,51000,11.92,1,Active,679
16117,1145,15,2,223000,12.41,1,Active,413
16118,1042,15,6,92000,10.57,1,Active,186
16119,1367,8,3,1160000,8.08,2,Active,323
16120,1029,19,1,1597000,7.97,9,Active,839
16121,1454,23,1,2875000,6.83,10,Active,589
16122,1380,14,1,1585000,9.19,11,Closed,509
16123,1273,7,3,588000,8.69,3,Closed,75
16124,1465,14,3,744000,8.83,3,Closed,340
16125,1014,5,2,1527000,12.16,3,Closed,319
16126,1408,15,1,498000,9.27,10,Active,239
16127,1441,21,5,904000,12.03,7,Active,510
16128,1306,15,1,2104000,9.56,9,Active,795
16129,1313,24,1,1489000,7.54,7,Default,454
16130,1485,4,1,505000,8.99,8,Active,1082
16131,1189,1,1,1103000,7.5,11,Active,725
16132,1360,17,6,233000,10.86,1,Active,978
16133,1295,25,1,630000,9.22,12,Active,897
16134,1183,20,1,1299000,8.3,10,Default,242
16135,1352,1,3,569000,9.42,3,Closed,76
16136,1036,16,3,866000,8.44,2,Closed,348
16137,1370,13,1,1166000,9.32,12,Active,920
16138,1037,18,1,700000,8.34,10,Closed,142
16139,1496,10,1,1701000,7.75,8,Closed,910
16140,1014,23,5,675000,11.26,7,Closed,774
16141,1411,18,3,576000,9.94,6,Active,113
16142,1123,17,6,120000,9.35,4,Active,493
16143,1083,9,1,873000,8.84,13,Active,350
16144,1159,14,2,281000,12.13,1,Active,765
16145,1494,21,4,563000,10.5,4,Closed,791
16146,1329,13,1,2908000,8.11,13,Active,1043
16147,1102,20,3,929000,8.25,5,Active,217
16148,1337,20,2,1195000,11.97,5,Active,642
16149,1083,14,2,862000,12.62,4,Active,714
16150,1044,11,3,165000,9.3,4,Active,411
16151,1068,13,2,330000,12.03,3,Active,511
16152,1048,17,5,1189000,11.04,6,Active,108
16153,1057,3,6,177000,10.27,2,Active,105
16154,1075,1,3,628000,8.62,1,Active,289
16155,1022,21,1,1632000,8.13,8,Active,723
16156,1132,5,4,447000,9.47,5,Active,631
16157,1465,25,1,1317000,7.24,11,Active,290
16158,1456,13,1,2808000,8.44,12,Active,20
16159,1302,24,2,220000,13.35,4,Closed,318
16160,1443,5,3,675000,8.96,6,Active,2
16161,1418,5,5,1149000,10.78,8,Active,216
16162,1267,23,6,177000,11.35,3,Active,253
16163,1287,12,5,1114000,10.63,5,Closed,223
16164,1395,2,6,237000,10.54,1,Active,630
16165,1120,23,2,252000,10.98,3,Active,68
16166,1246,16,1,1708000,8.15,11,Active,226
16167,1056,17,2,197000,12.25,3,Active,339
16168,1038,5,3,688000,7.5,1,Active,368
16169,1245,12,2,330000,11.81,2,Active,660
16170,1021,15,3,368000,7.14,3,Active,1023
16171,1110,6,5,899000,10.56,7,Active,359
16172,1094,13,1,1784000,8.52,12,Active,413
16173,1394,11,1,1452000,7.82,11,Closed,399
16174,1410,17,2,375000,11.62,1,Active,980
16175,1475,9,6,188000,9.61,2,Active,544
16176,1136,25,1,1282000,8.72,12,Active,653
16177,1231,16,6,145000,10.42,1,Active,528
16178,1008,17,6,193000,10.72,1,Closed,249
16179,1444,20,1,1836000,9.01,12,Active,184
16180,1328,24,5,574000,10.25,6,Active,53
16181,1375,18,1,3214000,9.1,10,Active,82
16182,1290,13,2,120000,11.96,1,Active,719
16183,1251,11,2,1200000,13.29,4,Active,714
16184,1400,13,5,944000,10.57,5,Closed,571
16185,1361,24,2,156000,11.27,4,Active,867
16186,1397,13,2,50000,11.57,4,Closed,1049
16187,1087,12,3,433000,9.05,3,Active,586
16188,1204,14,2,238000,11.25,3,Default,1027
16189,1219,13,2,126000,12.9,2,Closed,854
16190,1406,25,6,163000,11.01,1,Active,614
16191,1480,9,1,271000,7.04,11,Closed,194
16192,1241,14,2,242000,12.29,2,Default,872
16193,1411,1,1,3818000,8.43,10,Active,830
16194,1320,9,5,751000,11.52,9,Active,693
16195,1258,4,1,906000,8.46,11,Closed,992
16196,1109,12,1,1651000,8.19,11,Active,653
16197,1256,24,5,235000,9.94,6,Active,485
16198,1481,14,2,261000,12.5,1,Active,1053
16199,1282,9,3,375000,8.8,2,Closed,105
16200,1220,3,5,1723000,10.03,8,Active,1049
16201,1083,6,2,327000,14.09,2,Active,494
16202,1107,3,1,636000,8.63,8,Closed,99
16203,1069,1,1,3162000,7.66,10,Active,584
16204,1097,22,3,747000,8.83,4,Closed,199
16205,1212,21,1,751000,9.12,10,Active,956
16206,1286,3,3,901000,10.14,4,Active,697
16207,1237,14,1,2629000,8.61,10,Active,436
16208,1008,20,2,457000,13.26,4,Active,1028
16209,1294,2,1,1330000,7.22,12,Active,175
16210,1189,12,2,137000,12.12,2,Closed,341
16211,1081,10,1,1383000,7.29,10,Active,1022
16212,1108,13,1,799000,9.1,12,Active,170
16213,1321,20,4,352000,10.32,6,Active,688
16214,1067,4,1,2759000,7.41,12,Active,740
16215,1174,19,6,457000,9.95,1,Active,701
16216,1346,22,2,201000,11.43,1,Closed,446
16217,1351,1,1,1393000,8.32,14,Closed,951
16218,1328,25,6,131000,10.67,3,Closed,933
16219,1043,11,2,376000,12.18,1,Closed,998
16220,1187,16,2,169000,11.9,4,Active,571
16221,1302,19,1,2147000,9.87,11,Active,962
16222,1200,19,1,534000,8.87,11,Closed,298
16223,1381,12,3,286000,9.14,3,Active,510
16224,1419,3,1,961000,7.35,8,Active,159
16225,1039,23,3,658000,7.98,5,Active,787
16226,1220,24,3,407000,7.69,1,Active,634
16227,1307,18,1,1700000,8.83,9,Active,975
16228,1004,17,5,1066000,10.88,5,Active,693
16229,1121,5,1,681000,9.42,10,Closed,126
16230,1336,16,1,1797000,9.04,11,Active,449
16231,1077,24,6,244000,8.73,2,Active,634
16232,1468,14,1,1077000,7.88,12,Active,10
16233,1179,19,5,888000,9.74,8,Active,1019
16234,1133,6,3,1317000,8.95,3,Active,1041
16235,1311,3,3,773000,9.13,3,Active,715
16236,1229,6,3,512000,8.96,4,Active,972
16237,1276,12,1,1017000,8.14,9,Active,1027
16238,1152,20,3,565000,8.37,6,Active,918
16239,1164,11,6,298000,12.13,2,Active,824
16240,1290,7,1,1938000,8.26,11,Closed,794
16241,1378,1,1,1634000,9.68,12,Active,178
16242,1109,16,2,81000,13.11,4,Active,599
16243,1126,16,1,855000,8.96,11,Active,976
16244,1240,17,4,420000,10.11,4,Closed,317
16245,1310,15,3,1076000,8.48,4,Active,253
16246,1418,21,1,2630000,8.06,12,Closed,3
16247,1467,9,3,616000,8.82,4,Active,51
16248,1401,5,2,363000,12.38,1,Active,822
16249,1389,20,1,1931000,6.66,11,Closed,667
16250,1345,8,5,1266000,10.64,6,Active,780
16251,1146,21,1,548000,8.93,11,Active,425
16252,1252,1,2,178000,11.52,2,Closed,120
16253,1183,7,2,171000,11.7,3,Active,601
16254,1309,11,3,268000,9.3,3,Active,618
16255,1306,20,1,1289000,8.81,11,Active,417
16256,1072,21,5,551000,10.87,8,Closed,543
16257,1219,13,6,87000,11.01,4,Active,164
16258,1207,22,2,269000,12.6,4,Active,134
16259,1173,13,1,1808000,8.21,11,Active,635
16260,1141,7,5,2178000,10.62,5,Active,956
16261,1272,11,6,98000,10.73,1,Closed,72
16262,1214,18,4,555000,10.02,5,Closed,359
16263,1468,1,1,1419000,8.39,9,Active,549
16264,1269,12,1,285000,8.76,10,Closed,101
16265,1020,3,1,1548000,9.21,12,Active,30
16266,1066,1,1,2191000,8.48,12,Active,719
16267,1483,4,1,1440000,6.77,12,Closed,995
16268,1303,6,6,521000,9.71,1,Active,521
16269,1147,5,3,1188000,9.34,2,Active,837
16270,1429,11,1,1542000,7.89,13,Closed,249
16271,1165,20,2,251000,13.38,1,Active,512
16272,1378,23,1,2498000,7.39,11,Closed,112
16273,1310,13,3,865000,9.52,4,Active,1042
16274,1006,11,2,455000,11.49,2,Active,901
16275,1014,6,1,679000,9.34,11,Active,707
16276,1132,19,1,2168000,7.95,13,Active,199
16277,1342,25,3,471000,8.52,3,Active,544
16278,1243,15,2,118000,12.56,2,Active,223
16279,1439,21,2,971000,11.05,4,Closed,88
16280,1231,13,5,1972000,10.29,6,Active,965
16281,1228,10,3,786000,9.9,5,Active,328
16282,1162,1,2,107000,13.24,3,Active,822
16283,1283,13,6,124000,10.23,1,Closed,103
16284,1263,6,1,1778000,7.78,10,Active,998
16285,1131,21,1,666000,7.36,11,Active,298
16286,1431,24,5,423000,11.48,7,Active,675
16287,1225,20,5,597000,10.32,7,Active,887
16288,1258,12,1,2126000,7.24,12,Active,189
16289,1234,17,6,181000,10.96,2,Closed,371
16290,1336,18,1,3701000,7.51,12,Active,828
16291,1409,24,5,1396000,11.11,6,Active,250
16292,1316,8,1,1772000,8.21,11,Closed,226
16293,1463,14,1,1979000,8.64,10,Closed,124
16294,1024,5,2,198000,11.06,1,Active,305
16295,1271,22,5,1057000,11.15,5,Closed,791
16296,1095,2,4,794000,8.67,6,Active,803
16297,1142,25,6,164000,10.6,1,Active,398
16298,1182,22,2,148000,12.08,2,Closed,3
16299,1206,25,2,258000,10.74,5,Default,331
16300,1390,11,1,881000,8.14,11,Active,10
16301,1462,3,1,1101000,9.02,12,Default,579
16302,1081,22,2,253000,11.82,2,Closed,681
16303,1274,16,4,250000,8.67,4,Default,197
16304,1276,21,5,890000,10.33,5,Closed,442
16305,1371,16,1,902000,6.5,11,Active,15
16306,1446,9,3,455000,9.14,4,Closed,626
16307,1465,13,5,1198000,11.21,7,Closed,6
16308,1208,10,2,276000,12.15,2,Active,516
16309,1296,17,3,450000,9.06,3,Active,685
16310,1039,25,2,292000,13.33,4,Closed,833
16311,1436,21,6,176000,11.9,4,Closed,1080
16312,1288,17,1,1828000,8.7,12,Active,959
16313,1124,10,2,547000,11.39,1,Active,1039
16314,1364,8,1,1158000,9.08,7,Closed,91
16315,1457,7,5,267000,11.46,6,Closed,717
16316,1283,14,1,1123000,8.33,9,Active,239
16317,1366,22,2,275000,12.73,3,Active,521
16318,1180,18,4,284000,10.45,6,Closed,185
16319,1097,21,2,575000,11.1,5,Active,195
16320,1191,19,2,87000,12.04,2,Active,1063
16321,1074,18,1,2133000,7.65,10,Active,1064
16322,1447,14,1,3457000,8.46,11,Active,16
16323,1273,10,6,147000,10.14,1,Active,693
16324,1497,1,3,568000,11.21,5,Active,65
16325,1049,9,5,494000,11.56,5,Closed,285
16326,1484,18,2,67000,11.28,1,Active,146
16327,1337,13,1,1436000,9.22,11,Default,267
16328,1210,17,1,682000,8.19,11,Active,660
16329,1116,23,1,1530000,8.57,12,Active,736
16330,1023,25,4,498000,9.89,8,Active,1010
16331,1098,22,3,786000,7.88,4,Active,982
16332,1328,16,2,270000,12.05,2,Active,399
16333,1397,24,5,609000,10.15,6,Active,291
16334,1407,11,2,304000,10.34,2,Active,80
16335,1313,23,6,192000,10.35,1,Active,372
16336,1190,9,1,1651000,7.95,12,Closed,1012
16337,1182,7,6,115000,9.3,2,Active,824
16338,1148,22,4,174000,10.46,5,Active,973
16339,1342,1,2,181000,12.78,2,Default,50
16340,1495,9,3,741000,8.98,4,Closed,121
16341,1436,10,5,1478000,11.39,5,Closed,1008
16342,1023,16,2,248000,12.91,1,Closed,458
16343,1105,21,1,2273000,8.35,12,Closed,226
16344,1163,18,5,222000,11.81,6,Closed,278
16345,1067,14,2,477000,10.58,3,Active,989
16346,1290,11,2,374000,12.55,3,Closed,4
16347,1289,24,1,1276000,8.22,13,Active,919
16348,1046,4,1,2330000,9.2,12,Active,151
16349,1081,19,4,577000,9.93,7,Active,6
16350,1429,13,2,205000,12.41,3,Active,922
16351,1147,1,6,159000,11.48,4,Active,955
16352,1222,21,3,915000,9.11,2,Closed,85
16353,1343,19,6,61000,11.06,4,Active,418
16354,1015,15,1,2158000,8.03,10,Active,154
16355,1379,20,1,1292000,8.6,9,Active,714
16356,1121,15,2,282000,14.05,1,Closed,706
16357,1078,25,1,2261000,9.15,11,Closed,373
16358,1322,11,3,743000,9.57,4,Active,1095
16359,1295,23,4,848000,8.97,7,Active,904
16360,1241,5,2,394000,14.27,1,Closed,58
16361,1018,24,1,2388000,7.58,11,Closed,769
16362,1256,22,1,869000,8.55,10,Active,221
16363,1454,10,1,2425000,8.85,9,Active,238
16364,1443,18,4,1626000,10.12,5,Active,851
16365,1416,7,1,1413000,7.97,11,Active,702
16366,1277,1,5,1012000,11.5,6,Active,394
16367,1424,3,3,1154000,7.98,2,Active,997
16368,1476,1,5,705000,12.24,6,Closed,349
16369,1027,17,2,120000,11.54,1,Active,322
16370,1002,15,6,169000,10.36,3,Active,895
16371,1353,5,3,1304000,9.33,3,Active,777
16372,1464,22,2,154000,12.02,3,Active,828
16373,1295,16,1,1325000,9.64,10,Active,126
16374,1470,12,5,1374000,11.94,5,Active,1006
16375,1312,19,1,1421000,8.52,12,Active,374
16376,1363,14,1,2790000,7.96,10,Closed,555
16377,1383,3,1,2786000,8.06,10,Active,715
16378,1239,19,1,1903000,7.4,12,Active,818
16379,1013,1,1,1716000,7.87,14,Active,530
16380,1382,21,3,687000,8.72,5,Active,77
16381,1184,1,2,435000,13.16,3,Active,290
16382,1194,10,3,516000,9.57,3,Active,851
16383,1462,3,1,1424000,8.3,12,Closed,119
16384,1056,13,1,5782000,7.93,10,Active,218
16385,1230,6,1,1065000,9.07,11,Active,725
16386,1489,11,4,521000,9.22,5,Active,905
16387,1028,6,1,1199000,9.01,10,Active,816
16388,1320,3,4,768000,10.39,4,Active,1036
16389,1071,16,1,1745000,9.3,12,Closed,320
16390,1210,9,3,553000,8.61,4,Active,26
16391,1448,8,3,252000,8.92,2,Active,391
16392,1184,3,1,953000,8.5,10,Closed,55
16393,1425,5,3,606000,9.02,1,Active,151
16394,1375,21,2,89000,11.64,3,Active,463
16395,1356,14,3,455000,8.74,3,Active,913
16396,1041,5,5,1522000,10.04,5,Closed,935
16397,1484,19,1,2534000,7.57,11,Closed,511
16398,1492,5,3,437000,9.42,5,Active,773
16399,1260,21,1,719000,8.82,13,Active,404
16400,1441,20,2,130000,12.72,3,Active,363
16401,1414,20,1,1050000,8.32,12,Active,1095
16402,1344,2,1,1227000,8.07,12,Active,862
16403,1084,25,1,908000,9.21,11,Active,719
16404,1046,7,2,121000,12.79,3,Active,475
16405,1440,1,2,434000,10.54,2,Active,770
16406,1159,21,4,506000,9.36,5,Active,228
16407,1344,18,3,590000,8.51,1,Active,347
16408,1007,10,3,233000,10.4,4,Active,808
16409,1474,6,1,2524000,8.97,11,Closed,217
16410,1333,7,1,777000,7.07,11,Closed,548
16411,1438,12,6,216000,11.27,2,Active,724
16412,1136,18,2,130000,14.65,1,Closed,1014
16413,1183,11,2,402000,13.12,5,Active,274
16414,1197,22,1,927000,7.5,12,Closed,115
16415,1172,19,1,1069000,9.63,11,Active,203
16416,1397,25,6,305000,11.0,3,Active,518
16417,1349,4,3,554000,8.39,6,Active,308
16418,1276,19,2,202000,12.19,2,Closed,913
16419,1078,13,5,2714000,10.82,4,Active,895
16420,1416,19,3,658000,8.72,4,Active,66
16421,1444,2,4,1124000,8.74,4,Active,953
16422,1178,9,2,727000,12.05,3,Closed,208
16423,1027,8,2,270000,12.46,3,Closed,278
16424,1120,21,1,2286000,8.75,8,Active,625
16425,1281,14,4,405000,8.69,7,Active,139
16426,1308,9,1,3101000,7.47,12,Active,676
16427,1196,13,4,590000,10.08,3,Closed,332
16428,1277,18,1,1948000,8.25,11,Active,547
16429,1018,6,1,778000,8.2,10,Active,1067
16430,1295,23,5,420000,10.31,6,Active,889
16431,1271,22,2,474000,11.85,2,Active,681
16432,1053,3,1,1100000,7.66,9,Active,832
16433,1294,10,5,528000,9.31,8,Active,271
16434,1432,10,2,330000,12.75,4,Closed,300
16435,1052,10,1,3292000,8.52,10,Active,1066
16436,1216,9,2,191000,13.4,3,Closed,699
16437,1072,12,3,301000,9.69,4,Active,285
16438,1028,24,2,248000,12.47,4,Active,937
16439,1469,8,6,338000,10.76,2,Active,262
16440,1400,24,1,1522000,7.87,10,Active,996
16441,1252,9,1,728000,7.86,12,Active,194
16442,1374,17,1,4493000,8.64,8,Active,81
16443,1400,8,1,1128000,8.39,12,Active,411
16444,1035,18,2,251000,11.54,3,Active,730
16445,1401,20,5,929000,10.97,5,Active,756
16446,1201,17,1,1447000,7.88,11,Closed,855
16447,1249,6,1,1065000,8.84,11,Closed,51
16448,1099,10,5,2251000,10.68,7,Active,40
16449,1308,1,1,930000,9.78,10,Active,769
16450,1477,21,2,189000,13.03,2,Active,921
16451,1487,25,1,2868000,7.33,10,Closed,223
16452,1466,1,1,1655000,8.0,11,Closed,518
16453,1140,9,1,1756000,9.0,11,Active,607
16454,1083,20,1,791000,8.54,10,Active,381
16455,1048,3,2,426000,12.29,2,Closed,272
16456,1278,24,1,1292000,8.19,11,Active,146
16457,1379,6,1,1099000,8.41,10,Closed,434
16458,1248,7,2,1128000,13.26,2,Active,840
16459,1383,9,4,676000,9.44,8,Closed,229
16460,1177,5,4,607000,10.35,3,Active,743
16461,1052,16,1,993000,8.5,9,Active,454
16462,1079,2,1,1895000,9.43,11,Closed,363
16463,1385,3,4,340000,9.95,7,Closed,394
16464,1322,3,2,268000,12.62,2,Closed,570
16465,1064,20,4,252000,9.93,6,Active,682
16466,1008,23,1,1267000,8.01,7,Active,739
16467,1214,10,1,2121000,8.38,11,Active,1052
16468,1025,22,4,833000,9.32,6,Default,601
16469,1450,3,5,1196000,11.52,6,Active,604
16470,1256,15,2,384000,13.68,3,Active,313
16471,1243,14,6,146000,9.32,1,Active,1053
16472,1457,23,1,2151000,9.25,11,Active,747
16473,1457,4,5,964000,10.97,4,Active,663
16474,1461,10,2,343000,13.45,3,Closed,57
16475,1198,11,3,1104000,9.1,2,Closed,495
16476,1094,11,3,732000,9.63,5,Active,1000
16477,1207,8,1,1207000,8.42,11,Active,147
